line_cd,line_name,stations,bbox,station_pixels
11111,JR日高本線,"[(1111101, '苫小牧'), (1111102, '勇払'), (1111103, '浜厚真'), (1111104, '浜田浦'), (1111105, '鵡川'), (1111106, '汐見'), (1111107, '富川'), (1111108, '日高門別'), (1111109, '豊郷'), (1111110, '清畠'), (1111111, '厚賀'), (1111112, '大狩部'), (1111113, '節婦'), (1111114, '新冠'), (1111115, '静内'), (1111116, '静内海水浴場'), (1111117, '東静内'), (1111118, '春立'), (1111119, '日高東別'), (1111120, '日高三石'), (1111121, '蓬栄'), (1111122, '本桐'), (1111123, '荻伏'), (1111124, '絵笛'), (1111125, '浦河'), (1111126, '東町'), (1111127, '日高幌別'), (1111128, '鵜苫'), (1111129, '西様似'), (1111130, '様似')]","462.646,111.225,492.461,128.827","[{'station_cd': 1111101, 'x': 7, 'y': 30}, {'station_cd': 1111102, 'x': 18, 'y': 31}, {'station_cd': 1111103, 'x': 28, 'y': 35}, {'station_cd': 1111104, 'x': 32, 'y': 37}, {'station_cd': 1111105, 'x': 35, 'y': 39}, {'station_cd': 1111106, 'x': 37, 'y': 42}, {'station_cd': 1111107, 'x': 43, 'y': 47}, {'station_cd': 1111108, 'x': 48, 'y': 51}, {'station_cd': 1111109, 'x': 52, 'y': 53}, {'station_cd': 1111110, 'x': 56, 'y': 55}, {'station_cd': 1111111, 'x': 60, 'y': 58}, {'station_cd': 1111112, 'x': 63, 'y': 63}, {'station_cd': 1111113, 'x': 65, 'y': 64}, {'station_cd': 1111114, 'x': 68, 'y': 67}, {'station_cd': 1111115, 'x': 72, 'y': 70}, {'station_cd': 1111116, 'x': 75, 'y': 73}, {'station_cd': 1111117, 'x': 80, 'y': 75}, {'station_cd': 1111118, 'x': 84, 'y': 79}, {'station_cd': 1111119, 'x': 86, 'y': 78}, {'station_cd': 1111120, 'x': 89, 'y': 82}, {'station_cd': 1111121, 'x': 93, 'y': 80}, {'station_cd': 1111122, 'x': 95, 'y': 82}, {'station_cd': 1111123, 'x': 100, 'y': 88}, {'station_cd': 1111124, 'x': 104, 'y': 89}, {'station_cd': 1111125, 'x': 107, 'y': 93}, {'station_cd': 1111126, 'x': 108, 'y': 94}, {'station_cd': 1111127, 'x': 112, 'y': 96}, {'station_cd': 1111128, 'x': 116, 'y': 97}, {'station_cd': 1111129, 'x': 119, 'y': 97}, {'station_cd': 1111130, 'x': 121, 'y': 98}]"
11112,JR札沼線,"[(1111201, '札幌'), (1111202, '桑園'), (1111203, '八軒'), (1111204, '新川'), (1111205, '新琴似'), (1111206, '太平'), (1111207, '百合が原'), (1111208, '篠路'), (1111209, '拓北'), (1111210, 'あいの里教育大'), (1111211, 'あいの里公園'), (1111231, 'ロイズタウン'), (1111212, '太美'), (1111213, '当別'), (1111214, '北海道医療大学'), (1111215, '石狩金沢'), (1111216, '本中小屋'), (1111217, '中小屋'), (1111218, '月ケ岡'), (1111219, '知来乙'), (1111220, '石狩月形'), (1111221, '豊ケ岡'), (1111222, '札比内'), (1111223, '晩生内'), (1111224, '札的'), (1111225, '浦臼'), (1111226, '鶴沼'), (1111227, '於札内'), (1111228, '南下徳富'), (1111229, '下徳富'), (1111230, '新十津川')]","458.403,85.771,470.925,101.167","[{'station_cd': 1111201, 'x': 22, 'y': 116}, {'station_cd': 1111202, 'x': 19, 'y': 116}, {'station_cd': 1111203, 'x': 17, 'y': 112}, {'station_cd': 1111204, 'x': 18, 'y': 109}, {'station_cd': 1111205, 'x': 20, 'y': 106}, {'station_cd': 1111206, 'x': 22, 'y': 104}, {'station_cd': 1111207, 'x': 24, 'y': 102}, {'station_cd': 1111208, 'x': 25, 'y': 99}, {'station_cd': 1111209, 'x': 27, 'y': 97}, {'station_cd': 1111210, 'x': 30, 'y': 97}, {'station_cd': 1111211, 'x': 33, 'y': 96}, {'station_cd': 1111231, 'x': 37, 'y': 92}, {'station_cd': 1111212, 'x': 39, 'y': 89}, {'station_cd': 1111213, 'x': 50, 'y': 83}, {'station_cd': 1111214, 'x': 56, 'y': 81}, {'station_cd': 1111215, 'x': 59, 'y': 78}, {'station_cd': 1111216, 'x': 63, 'y': 70}, {'station_cd': 1111217, 'x': 65, 'y': 64}, {'station_cd': 1111218, 'x': 68, 'y': 60}, {'station_cd': 1111219, 'x': 73, 'y': 59}, {'station_cd': 1111220, 'x': 76, 'y': 57}, {'station_cd': 1111221, 'x': 84, 'y': 52}, {'station_cd': 1111222, 'x': 89, 'y': 51}, {'station_cd': 1111223, 'x': 95, 'y': 45}, {'station_cd': 1111224, 'x': 99, 'y': 40}, {'station_cd': 1111225, 'x': 101, 'y': 38}, {'station_cd': 1111226, 'x': 105, 'y': 32}, {'station_cd': 1111227, 'x': 105, 'y': 28}, {'station_cd': 1111228, 'x': 106, 'y': 25}, {'station_cd': 1111229, 'x': 108, 'y': 22}, {'station_cd': 1111230, 'x': 111, 'y': 12}]"
11113,JR留萌本線,"[(1111301, '深川'), (1111302, '北一已'), (1111303, '秩父別'), (1111304, '北秩父別'), (1111305, '石狩沼田'), (1111306, '真布'), (1111307, '恵比島'), (1111308, '峠下'), (1111309, '幌糠'), (1111310, '藤山'), (1111311, '大和田'), (1111312, '留萌'), (1111313, '瀬越'), (1111314, '浜中海水浴場'), (1111315, '礼受'), (1111316, '阿分'), (1111317, '信砂'), (1111318, '舎熊'), (1111319, '朱文別'), (1111320, '箸別'), (1111321, '増毛')]","462.993,74.127,474.455,84.127","[{'station_cd': 1111301, 'x': 121, 'y': 102}, {'station_cd': 1111302, 'x': 115, 'y': 95}, {'station_cd': 1111303, 'x': 105, 'y': 86}, {'station_cd': 1111304, 'x': 103, 'y': 80}, {'station_cd': 1111305, 'x': 97, 'y': 73}, {'station_cd': 1111306, 'x': 91, 'y': 65}, {'station_cd': 1111307, 'x': 86, 'y': 59}, {'station_cd': 1111308, 'x': 72, 'y': 59}, {'station_cd': 1111309, 'x': 58, 'y': 56}, {'station_cd': 1111310, 'x': 50, 'y': 46}, {'station_cd': 1111311, 'x': 45, 'y': 37}, {'station_cd': 1111312, 'x': 35, 'y': 28}, {'station_cd': 1111313, 'x': 31, 'y': 30}, {'station_cd': 1111314, 'x': 31, 'y': 31}, {'station_cd': 1111315, 'x': 26, 'y': 39}, {'station_cd': 1111316, 'x': 24, 'y': 42}, {'station_cd': 1111317, 'x': 21, 'y': 48}, {'station_cd': 1111318, 'x': 18, 'y': 49}, {'station_cd': 1111319, 'x': 15, 'y': 52}, {'station_cd': 1111320, 'x': 12, 'y': 52}, {'station_cd': 1111321, 'x': 7, 'y': 53}]"
11114,JR富良野線,"[(1111401, '旭川'), (1111402, '神楽岡'), (1111403, '緑が丘'), (1111404, '西御料'), (1111405, '西瑞穂'), (1111406, '西神楽'), (1111407, '西聖和'), (1111408, '千代ケ岡'), (1111409, '北美瑛'), (1111410, '美瑛'), (1111411, '美馬牛'), (1111412, '上富良野'), (1111413, '西中'), (1111414, 'ラベンダー畑'), (1111415, '中富良野'), (1111416, '鹿討'), (1111417, '学田'), (1111418, '富良野')]","476.265,81.203,486.265,94.114","[{'station_cd': 1111401, 'x': 53, 'y': 6}, {'station_cd': 1111402, 'x': 53, 'y': 11}, {'station_cd': 1111403, 'x': 54, 'y': 15}, {'station_cd': 1111404, 'x': 56, 'y': 18}, {'station_cd': 1111405, 'x': 58, 'y': 23}, {'station_cd': 1111406, 'x': 60, 'y': 29}, {'station_cd': 1111407, 'x': 64, 'y': 33}, {'station_cd': 1111408, 'x': 71, 'y': 40}, {'station_cd': 1111409, 'x': 76, 'y': 48}, {'station_cd': 1111410, 'x': 73, 'y': 55}, {'station_cd': 1111411, 'x': 70, 'y': 69}, {'station_cd': 1111412, 'x': 73, 'y': 90}, {'station_cd': 1111413, 'x': 68, 'y': 99}, {'station_cd': 1111414, 'x': 66, 'y': 101}, {'station_cd': 1111415, 'x': 64, 'y': 105}, {'station_cd': 1111416, 'x': 60, 'y': 110}, {'station_cd': 1111417, 'x': 56, 'y': 116}, {'station_cd': 1111418, 'x': 57, 'y': 121}]"
11115,JR宗谷本線,"[(1111501, '旭川'), (1111502, '旭川四条'), (1111503, '新旭川'), (1111504, '永山'), (1111505, '北永山'), (1111506, '南比布'), (1111507, '比布'), (1111508, '北比布'), (1111509, '蘭留'), (1111510, '塩狩'), (1111511, '和寒'), (1111512, '東六線'), (1111513, '剣淵'), (1111514, '北剣淵'), (1111515, '士別'), (1111516, '下士別'), (1111517, '多寄'), (1111518, '瑞穂'), (1111519, '風連'), (1111520, '名寄高校'), (1111521, '名寄'), (1111522, '日進'), (1111523, '北星'), (1111524, '智恵文'), (1111525, '智北'), (1111526, '南美深'), (1111527, '美深'), (1111528, '初野'), (1111529, '紋穂内'), (1111530, '恩根内'), (1111531, '豊清水'), (1111532, '天塩川温泉'), (1111533, '咲来'), (1111534, '音威子府'), (1111535, '筬島'), (1111536, '佐久'), (1111537, '天塩中川'), (1111538, '歌内'), (1111539, '問寒別'), (1111540, '糠南'), (1111541, '雄信内'), (1111542, '安牛'), (1111543, '南幌延'), (1111544, '上幌延'), (1111545, '幌延'), (1111546, '下沼'), (1111547, '豊富'), (1111548, '徳満'), (1111549, '兜沼'), (1111550, '勇知'), (1111551, '抜海'), (1111552, '南稚内'), (1111553, '稚内')]","465.001,32.520,484.355,84.301","[{'station_cd': 1111501, 'x': 78, 'y': 122}, {'station_cd': 1111502, 'x': 78, 'y': 122}, {'station_cd': 1111503, 'x': 79, 'y': 121}, {'station_cd': 1111504, 'x': 81, 'y': 119}, {'station_cd': 1111505, 'x': 82, 'y': 118}, {'station_cd': 1111506, 'x': 83, 'y': 116}, {'station_cd': 1111507, 'x': 83, 'y': 115}, {'station_cd': 1111508, 'x': 84, 'y': 113}, {'station_cd': 1111509, 'x': 84, 'y': 111}, {'station_cd': 1111510, 'x': 83, 'y': 108}, {'station_cd': 1111511, 'x': 81, 'y': 104}, {'station_cd': 1111512, 'x': 79, 'y': 101}, {'station_cd': 1111513, 'x': 78, 'y': 99}, {'station_cd': 1111514, 'x': 79, 'y': 96}, {'station_cd': 1111515, 'x': 80, 'y': 94}, {'station_cd': 1111516, 'x': 80, 'y': 91}, {'station_cd': 1111517, 'x': 80, 'y': 89}, {'station_cd': 1111518, 'x': 80, 'y': 87}, {'station_cd': 1111519, 'x': 81, 'y': 86}, {'station_cd': 1111520, 'x': 84, 'y': 83}, {'station_cd': 1111521, 'x': 84, 'y': 82}, {'station_cd': 1111522, 'x': 84, 'y': 80}, {'station_cd': 1111523, 'x': 82, 'y': 75}, {'station_cd': 1111524, 'x': 81, 'y': 74}, {'station_cd': 1111525, 'x': 80, 'y': 74}, {'station_cd': 1111526, 'x': 79, 'y': 74}, {'station_cd': 1111527, 'x': 78, 'y': 72}, {'station_cd': 1111528, 'x': 78, 'y': 70}, {'station_cd': 1111529, 'x': 77, 'y': 68}, {'station_cd': 1111530, 'x': 76, 'y': 64}, {'station_cd': 1111531, 'x': 74, 'y': 61}, {'station_cd': 1111532, 'x': 74, 'y': 60}, {'station_cd': 1111533, 'x': 74, 'y': 58}, {'station_cd': 1111534, 'x': 74, 'y': 55}, {'station_cd': 1111535, 'x': 71, 'y': 54}, {'station_cd': 1111536, 'x': 64, 'y': 53}, {'station_cd': 1111537, 'x': 65, 'y': 49}, {'station_cd': 1111538, 'x': 64, 'y': 44}, {'station_cd': 1111539, 'x': 63, 'y': 42}, {'station_cd': 1111540, 'x': 62, 'y': 41}, {'station_cd': 1111541, 'x': 58, 'y': 41}, {'station_cd': 1111542, 'x': 56, 'y': 39}, {'station_cd': 1111543, 'x': 56, 'y': 38}, {'station_cd': 1111544, 'x': 56, 'y': 36}, {'station_cd': 1111545, 'x': 54, 'y': 34}, {'station_cd': 1111546, 'x': 50, 'y': 32}, {'station_cd': 1111547, 'x': 50, 'y': 28}, {'station_cd': 1111548, 'x': 49, 'y': 25}, {'station_cd': 1111549, 'x': 47, 'y': 20}, {'station_cd': 1111550, 'x': 46, 'y': 17}, {'station_cd': 1111551, 'x': 44, 'y': 13}, {'station_cd': 1111552, 'x': 46, 'y': 7}, {'station_cd': 1111553, 'x': 46, 'y': 6}]"
11116,JR石北本線,"[(1111601, '旭川'), (1111602, '旭川四条'), (1111603, '新旭川'), (1111604, '南永山'), (1111605, '東旭川'), (1111606, '北日ノ出'), (1111607, '桜岡'), (1111608, '当麻'), (1111609, '将軍山'), (1111610, '伊香牛'), (1111611, '愛別'), (1111612, '中愛別'), (1111613, '愛山'), (1111614, '安足間'), (1111615, '東雲'), (1111616, '上川'), (1111617, '上白滝'), (1111618, '白滝'), (1111619, '旧白滝'), (1111620, '下白滝'), (1111621, '丸瀬布'), (1111622, '瀬戸瀬'), (1111623, '遠軽'), (1111624, '安国'), (1111625, '生野'), (1111626, '生田原'), (1111627, '金華'), (1111628, '西留辺蘂'), (1111629, '留辺蘂'), (1111630, '相内'), (1111631, '東相内'), (1111632, '西北見'), (1111633, '北見'), (1111634, '柏陽'), (1111635, '愛し野'), (1111636, '端野'), (1111637, '緋牛内'), (1111638, '美幌'), (1111639, '西女満別'), (1111640, '女満別'), (1111641, '呼人'), (1111642, '網走')]","478.256,73.000,520.213,84.843","[{'station_cd': 1111601, 'x': 6, 'y': 73}, {'station_cd': 1111602, 'x': 7, 'y': 73}, {'station_cd': 1111603, 'x': 7, 'y': 71}, {'station_cd': 1111604, 'x': 9, 'y': 72}, {'station_cd': 1111605, 'x': 11, 'y': 72}, {'station_cd': 1111606, 'x': 12, 'y': 72}, {'station_cd': 1111607, 'x': 14, 'y': 70}, {'station_cd': 1111608, 'x': 16, 'y': 68}, {'station_cd': 1111609, 'x': 16, 'y': 65}, {'station_cd': 1111610, 'x': 16, 'y': 64}, {'station_cd': 1111611, 'x': 20, 'y': 62}, {'station_cd': 1111612, 'x': 24, 'y': 63}, {'station_cd': 1111613, 'x': 26, 'y': 65}, {'station_cd': 1111614, 'x': 27, 'y': 67}, {'station_cd': 1111615, 'x': 28, 'y': 67}, {'station_cd': 1111616, 'x': 31, 'y': 67}, {'station_cd': 1111617, 'x': 54, 'y': 66}, {'station_cd': 1111618, 'x': 56, 'y': 66}, {'station_cd': 1111619, 'x': 60, 'y': 63}, {'station_cd': 1111620, 'x': 62, 'y': 61}, {'station_cd': 1111621, 'x': 66, 'y': 56}, {'station_cd': 1111622, 'x': 71, 'y': 56}, {'station_cd': 1111623, 'x': 77, 'y': 52}, {'station_cd': 1111624, 'x': 78, 'y': 58}, {'station_cd': 1111625, 'x': 78, 'y': 61}, {'station_cd': 1111626, 'x': 78, 'y': 64}, {'station_cd': 1111627, 'x': 80, 'y': 74}, {'station_cd': 1111628, 'x': 82, 'y': 76}, {'station_cd': 1111629, 'x': 83, 'y': 76}, {'station_cd': 1111630, 'x': 91, 'y': 76}, {'station_cd': 1111631, 'x': 95, 'y': 75}, {'station_cd': 1111632, 'x': 97, 'y': 75}, {'station_cd': 1111633, 'x': 100, 'y': 75}, {'station_cd': 1111634, 'x': 101, 'y': 74}, {'station_cd': 1111635, 'x': 102, 'y': 73}, {'station_cd': 1111636, 'x': 103, 'y': 72}, {'station_cd': 1111637, 'x': 106, 'y': 69}, {'station_cd': 1111638, 'x': 113, 'y': 74}, {'station_cd': 1111639, 'x': 115, 'y': 70}, {'station_cd': 1111640, 'x': 117, 'y': 67}, {'station_cd': 1111641, 'x': 120, 'y': 63}, {'station_cd': 1111642, 'x': 122, 'y': 59}]"
11117,JR釧網本線,"[(1111701, '網走'), (1111702, '桂台'), (1111703, '鱒浦'), (1111704, '藻琴'), (1111705, '北浜'), (1111706, '原生花園'), (1111707, '浜小清水'), (1111708, '止別'), (1111709, '知床斜里'), (1111710, '中斜里'), (1111711, '南斜里'), (1111712, '清里町'), (1111713, '札弦'), (1111714, '緑'), (1111715, '川湯温泉'), (1111716, '美留和'), (1111717, '摩周'), (1111718, '南弟子屈'), (1111719, '磯分内'), (1111720, '標茶'), (1111721, '五十石'), (1111722, '茅沼'), (1111723, '塘路'), (1111724, '細岡'), (1111725, '釧路湿原'), (1111726, '遠矢'), (1111727, '東釧路'), (1111728, '釧路')]","517.072,75.719,527.072,107.791","[{'station_cd': 1111701, 'x': 49, 'y': 6}, {'station_cd': 1111702, 'x': 50, 'y': 6}, {'station_cd': 1111703, 'x': 52, 'y': 10}, {'station_cd': 1111704, 'x': 54, 'y': 12}, {'station_cd': 1111705, 'x': 57, 'y': 13}, {'station_cd': 1111706, 'x': 62, 'y': 15}, {'station_cd': 1111707, 'x': 65, 'y': 16}, {'station_cd': 1111708, 'x': 70, 'y': 18}, {'station_cd': 1111709, 'x': 81, 'y': 20}, {'station_cd': 1111710, 'x': 81, 'y': 24}, {'station_cd': 1111711, 'x': 79, 'y': 25}, {'station_cd': 1111712, 'x': 76, 'y': 28}, {'station_cd': 1111713, 'x': 71, 'y': 33}, {'station_cd': 1111714, 'x': 68, 'y': 41}, {'station_cd': 1111715, 'x': 64, 'y': 52}, {'station_cd': 1111716, 'x': 62, 'y': 58}, {'station_cd': 1111717, 'x': 64, 'y': 66}, {'station_cd': 1111718, 'x': 68, 'y': 73}, {'station_cd': 1111719, 'x': 71, 'y': 78}, {'station_cd': 1111720, 'x': 76, 'y': 88}, {'station_cd': 1111721, 'x': 70, 'y': 94}, {'station_cd': 1111722, 'x': 67, 'y': 98}, {'station_cd': 1111723, 'x': 66, 'y': 103}, {'station_cd': 1111724, 'x': 64, 'y': 108}, {'station_cd': 1111725, 'x': 62, 'y': 109}, {'station_cd': 1111726, 'x': 63, 'y': 115}, {'station_cd': 1111727, 'x': 59, 'y': 120}, {'station_cd': 1111728, 'x': 57, 'y': 121}]"
11118,JR海峡線,"[(1111801, '中小国'), (1111802, '奥津軽いまべつ'), (1111803, '竜飛海底'), (1111804, '吉岡海底'), (1111805, '知内'), (1111806, '木古内')]","434.965,136.077,444.965,155.740","[{'station_cd': 1111801, 'x': 86, 'y': 122}, {'station_cd': 1111802, 'x': 76, 'y': 105}, {'station_cd': 1111803, 'x': 54, 'y': 83}, {'station_cd': 1111804, 'x': 41, 'y': 48}, {'station_cd': 1111805, 'x': 54, 'y': 20}, {'station_cd': 1111806, 'x': 67, 'y': 7}]"
11119,JR江差線,"[(1111901, '江差'), (1111902, '上ノ国'), (1111903, '中須田'), (1111904, '桂岡'), (1111905, '宮越'), (1111906, '湯ノ岱'), (1111907, '神明'), (1111908, '吉堀'), (1111909, '渡島鶴岡')]","432.180,129.611,442.180,139.611","[{'station_cd': 1111901, 'x': 29, 'y': 29}, {'station_cd': 1111902, 'x': 27, 'y': 47}, {'station_cd': 1111903, 'x': 34, 'y': 54}, {'station_cd': 1111904, 'x': 38, 'y': 59}, {'station_cd': 1111905, 'x': 43, 'y': 63}, {'station_cd': 1111906, 'x': 58, 'y': 68}, {'station_cd': 1111907, 'x': 63, 'y': 74}, {'station_cd': 1111908, 'x': 92, 'y': 94}, {'station_cd': 1111909, 'x': 100, 'y': 99}]"
11201,JR東北本線(八戸～青森),"[(1120101, '八戸')]","454.776,166.036,464.776,176.036","[{'station_cd': 1120101, 'x': 64, 'y': 64}]"
11202,JR奥羽本線(新庄～青森),"[(1120201, '新庄'), (1120202, '泉田'), (1120203, '羽前豊里'), (1120204, '真室川'), (1120205, '釜淵'), (1120206, '大滝'), (1120207, '及位'), (1120208, '院内'), (1120209, '横堀'), (1120210, '三関'), (1120211, '上湯沢'), (1120212, '湯沢'), (1120213, '下湯沢'), (1120214, '十文字'), (1120215, '醍醐'), (1120216, '柳田'), (1120217, '横手'), (1120218, '後三年'), (1120219, '飯詰'), (1120220, '大曲'), (1120221, '神宮寺'), (1120222, '刈和野'), (1120223, '峰吉川'), (1120224, '羽後境'), (1120225, '大張野'), (1120226, '和田'), (1120227, '四ツ小屋'), (1120228, '秋田'), (1120267, '泉外旭川'), (1120229, '土崎'), (1120230, '上飯島'), (1120231, '追分'), (1120232, '大久保'), (1120233, '羽後飯塚'), (1120234, '井川さくら'), (1120235, '八郎潟'), (1120236, '鯉川'), (1120237, '鹿渡'), (1120238, '森岳'), (1120239, '北金岡'), (1120240, '東能代'), (1120241, '鶴形'), (1120242, '富根'), (1120243, '二ツ井'), (1120244, '前山'), (1120245, '鷹ノ巣'), (1120246, '糠沢'), (1120247, '早口'), (1120248, '下川沿'), (1120249, '大館'), (1120250, '白沢'), (1120251, '陣場'), (1120252, '津軽湯の沢'), (1120253, '碇ケ関'), (1120254, '長峰'), (1120255, '大鰐温泉'), (1120256, '石川'), (1120257, '弘前'), (1120258, '撫牛子'), (1120259, '川部'), (1120260, '北常盤'), (1120261, '浪岡'), (1120262, '大釈迦'), (1120263, '鶴ケ坂'), (1120264, '津軽新城'), (1120265, '新青森'), (1120266, '青森')]","430.545,157.415,446.740,221.588","[{'station_cd': 1120201, 'x': 59, 'y': 121}, {'station_cd': 1120202, 'x': 59, 'y': 118}, {'station_cd': 1120203, 'x': 57, 'y': 117}, {'station_cd': 1120204, 'x': 57, 'y': 116}, {'station_cd': 1120205, 'x': 58, 'y': 111}, {'station_cd': 1120206, 'x': 60, 'y': 109}, {'station_cd': 1120207, 'x': 62, 'y': 108}, {'station_cd': 1120208, 'x': 64, 'y': 105}, {'station_cd': 1120209, 'x': 65, 'y': 105}, {'station_cd': 1120210, 'x': 67, 'y': 102}, {'station_cd': 1120211, 'x': 67, 'y': 101}, {'station_cd': 1120212, 'x': 67, 'y': 99}, {'station_cd': 1120213, 'x': 68, 'y': 97}, {'station_cd': 1120214, 'x': 69, 'y': 96}, {'station_cd': 1120215, 'x': 69, 'y': 95}, {'station_cd': 1120216, 'x': 70, 'y': 93}, {'station_cd': 1120217, 'x': 70, 'y': 91}, {'station_cd': 1120218, 'x': 69, 'y': 88}, {'station_cd': 1120219, 'x': 68, 'y': 86}, {'station_cd': 1120220, 'x': 67, 'y': 83}, {'station_cd': 1120221, 'x': 65, 'y': 81}, {'station_cd': 1120222, 'x': 63, 'y': 78}, {'station_cd': 1120223, 'x': 61, 'y': 77}, {'station_cd': 1120224, 'x': 61, 'y': 74}, {'station_cd': 1120225, 'x': 59, 'y': 71}, {'station_cd': 1120226, 'x': 57, 'y': 72}, {'station_cd': 1120227, 'x': 54, 'y': 71}, {'station_cd': 1120228, 'x': 53, 'y': 68}, {'station_cd': 1120267, 'x': 53, 'y': 66}, {'station_cd': 1120229, 'x': 51, 'y': 65}, {'station_cd': 1120230, 'x': 51, 'y': 64}, {'station_cd': 1120231, 'x': 50, 'y': 62}, {'station_cd': 1120232, 'x': 51, 'y': 59}, {'station_cd': 1120233, 'x': 51, 'y': 57}, {'station_cd': 1120234, 'x': 51, 'y': 57}, {'station_cd': 1120235, 'x': 51, 'y': 55}, {'station_cd': 1120236, 'x': 51, 'y': 52}, {'station_cd': 1120237, 'x': 52, 'y': 49}, {'station_cd': 1120238, 'x': 51, 'y': 46}, {'station_cd': 1120239, 'x': 51, 'y': 44}, {'station_cd': 1120240, 'x': 51, 'y': 41}, {'station_cd': 1120241, 'x': 53, 'y': 41}, {'station_cd': 1120242, 'x': 56, 'y': 40}, {'station_cd': 1120243, 'x': 58, 'y': 40}, {'station_cd': 1120244, 'x': 61, 'y': 41}, {'station_cd': 1120245, 'x': 63, 'y': 40}, {'station_cd': 1120246, 'x': 65, 'y': 39}, {'station_cd': 1120247, 'x': 67, 'y': 38}, {'station_cd': 1120248, 'x': 69, 'y': 38}, {'station_cd': 1120249, 'x': 71, 'y': 37}, {'station_cd': 1120250, 'x': 72, 'y': 34}, {'station_cd': 1120251, 'x': 73, 'y': 31}, {'station_cd': 1120252, 'x': 74, 'y': 29}, {'station_cd': 1120253, 'x': 74, 'y': 27}, {'station_cd': 1120254, 'x': 73, 'y': 25}, {'station_cd': 1120255, 'x': 72, 'y': 24}, {'station_cd': 1120256, 'x': 70, 'y': 22}, {'station_cd': 1120257, 'x': 68, 'y': 20}, {'station_cd': 1120258, 'x': 69, 'y': 18}, {'station_cd': 1120259, 'x': 70, 'y': 17}, {'station_cd': 1120260, 'x': 71, 'y': 16}, {'station_cd': 1120261, 'x': 72, 'y': 14}, {'station_cd': 1120262, 'x': 73, 'y': 11}, {'station_cd': 1120263, 'x': 75, 'y': 9}, {'station_cd': 1120264, 'x': 76, 'y': 7}, {'station_cd': 1120265, 'x': 77, 'y': 8}, {'station_cd': 1120266, 'x': 79, 'y': 8}]"
11203,はまなすベイライン大湊線,"[(1120301, '野辺地'), (1120302, '北野辺地'), (1120303, '有戸'), (1120304, '吹越'), (1120305, '陸奥横浜'), (1120306, '有畑'), (1120307, '近川'), (1120308, '金谷沢'), (1120309, '赤川'), (1120310, '下北'), (1120311, '大湊')]","450.442,148.507,460.442,161.821","[{'station_cd': 1120301, 'x': 47, 'y': 120}, {'station_cd': 1120302, 'x': 50, 'y': 116}, {'station_cd': 1120303, 'x': 61, 'y': 105}, {'station_cd': 1120304, 'x': 73, 'y': 77}, {'station_cd': 1120305, 'x': 74, 'y': 60}, {'station_cd': 1120306, 'x': 79, 'y': 48}, {'station_cd': 1120307, 'x': 80, 'y': 32}, {'station_cd': 1120308, 'x': 74, 'y': 22}, {'station_cd': 1120309, 'x': 67, 'y': 11}, {'station_cd': 1120310, 'x': 63, 'y': 7}, {'station_cd': 1120311, 'x': 58, 'y': 7}]"
