line_cd,line_name,stations,bbox,station_pixels
34005,阪急甲陽線,"[(3400501, '夙川'), (3400502, '苦楽園口'), (3400503, '甲陽園')]","329.323,318.014,339.323,328.014","[{'station_cd': 3400501, 'x': 64, 'y': 67}, {'station_cd': 3400502, 'x': 64, 'y': 65}, {'station_cd': 3400503, 'x': 64, 'y': 61}]"
34006,阪急伊丹線,"[(3400601, '塚口'), (3400602, '稲野'), (3400603, '新伊丹'), (3400604, '伊丹')]","331.046,317.717,341.046,327.717","[{'station_cd': 3400601, 'x': 64, 'y': 69}, {'station_cd': 3400602, 'x': 64, 'y': 65}, {'station_cd': 3400603, 'x': 64, 'y': 62}, {'station_cd': 3400604, 'x': 64, 'y': 59}]"
34007,阪急箕面線,"[(3400701, '石橋阪大前'), (3400702, '桜井'), (3400703, '牧落'), (3400704, '箕面')]","331.920,316.245,341.920,326.245","[{'station_cd': 3400701, 'x': 61, 'y': 68}, {'station_cd': 3400702, 'x': 65, 'y': 66}, {'station_cd': 3400703, 'x': 66, 'y': 63}, {'station_cd': 3400704, 'x': 67, 'y': 60}]"
34008,阪急千里線,"[(3400801, '北千里'), (3400802, '山田'), (3400803, '南千里'), (3400804, '千里山'), (3400805, '関大前'), (3400806, '豊津'), (3400807, '吹田'), (3400808, '下新庄'), (3400809, '淡路'), (3400810, '柴島'), (3400811, '天神橋筋六丁目')]","333.007,317.883,343.007,327.883","[{'station_cd': 3400801, 'x': 64, 'y': 44}, {'station_cd': 3400802, 'x': 65, 'y': 50}, {'station_cd': 3400803, 'x': 63, 'y': 54}, {'station_cd': 3400804, 'x': 62, 'y': 59}, {'station_cd': 3400805, 'x': 62, 'y': 62}, {'station_cd': 3400806, 'x': 63, 'y': 64}, {'station_cd': 3400807, 'x': 65, 'y': 66}, {'station_cd': 3400808, 'x': 66, 'y': 71}, {'station_cd': 3400809, 'x': 65, 'y': 73}, {'station_cd': 3400810, 'x': 63, 'y': 77}, {'station_cd': 3400811, 'x': 63, 'y': 83}]"
34009,阪急嵐山線,"[(3400901, '桂'), (3400902, '上桂'), (3400903, '松尾大社'), (3400904, '嵐山')]","336.736,311.731,346.736,321.731","[{'station_cd': 3400901, 'x': 67, 'y': 70}, {'station_cd': 3400902, 'x': 65, 'y': 66}, {'station_cd': 3400903, 'x': 63, 'y': 62}, {'station_cd': 3400904, 'x': 61, 'y': 58}]"
35001,阪神本線,"[(3500101, '大阪梅田'), (3500102, '福島'), (3500103, '野田'), (3500104, '淀川'), (3500105, '姫島'), (3500106, '千船'), (3500107, '杭瀬'), (3500108, '大物'), (3500109, '尼崎'), (3500110, '出屋敷'), (3500111, '尼崎センタープール前'), (3500112, '武庫川'), (3500113, '鳴尾・武庫川女子大前'), (3500114, '甲子園'), (3500115, '久寿川'), (3500116, '今津'), (3500117, '西宮'), (3500118, '香櫨園'), (3500119, '打出'), (3500120, '芦屋'), (3500121, '深江'), (3500122, '青木'), (3500123, '魚崎'), (3500124, '住吉'), (3500125, '御影'), (3500126, '石屋川'), (3500127, '新在家'), (3500128, '大石'), (3500129, '西灘'), (3500130, '岩屋'), (3500131, '春日野道'), (3500132, '神戸三宮'), (3500133, '元町')]","329.562,319.100,339.562,329.100","[{'station_cd': 3500101, 'x': 104, 'y': 71}, {'station_cd': 3500102, 'x': 101, 'y': 73}, {'station_cd': 3500103, 'x': 98, 'y': 73}, {'station_cd': 3500104, 'x': 95, 'y': 72}, {'station_cd': 3500105, 'x': 94, 'y': 69}, {'station_cd': 3500106, 'x': 90, 'y': 66}, {'station_cd': 3500107, 'x': 89, 'y': 64}, {'station_cd': 3500108, 'x': 85, 'y': 64}, {'station_cd': 3500109, 'x': 83, 'y': 63}, {'station_cd': 3500110, 'x': 80, 'y': 63}, {'station_cd': 3500111, 'x': 78, 'y': 63}, {'station_cd': 3500112, 'x': 75, 'y': 63}, {'station_cd': 3500113, 'x': 71, 'y': 62}, {'station_cd': 3500114, 'x': 69, 'y': 61}, {'station_cd': 3500115, 'x': 68, 'y': 59}, {'station_cd': 3500116, 'x': 67, 'y': 58}, {'station_cd': 3500117, 'x': 63, 'y': 55}, {'station_cd': 3500118, 'x': 61, 'y': 56}, {'station_cd': 3500119, 'x': 57, 'y': 57}, {'station_cd': 3500120, 'x': 54, 'y': 58}, {'station_cd': 3500121, 'x': 51, 'y': 60}, {'station_cd': 3500122, 'x': 48, 'y': 62}, {'station_cd': 3500123, 'x': 45, 'y': 63}, {'station_cd': 3500124, 'x': 43, 'y': 63}, {'station_cd': 3500125, 'x': 42, 'y': 62}, {'station_cd': 3500126, 'x': 40, 'y': 62}, {'station_cd': 3500127, 'x': 38, 'y': 63}, {'station_cd': 3500128, 'x': 35, 'y': 64}, {'station_cd': 3500129, 'x': 34, 'y': 65}, {'station_cd': 3500130, 'x': 32, 'y': 65}, {'station_cd': 3500131, 'x': 30, 'y': 67}, {'station_cd': 3500132, 'x': 26, 'y': 68}, {'station_cd': 3500133, 'x': 24, 'y': 70}]"
35002,阪神なんば線,"[(3500211, '大阪難波'), (3500210, '桜川'), (3500209, 'ドーム前'), (3500208, '九条'), (3500201, '西九条'), (3500202, '千鳥橋'), (3500203, '伝法'), (3500204, '福'), (3500205, '出来島'), (3500206, '大物'), (3500207, '尼崎')]","331.875,319.818,341.875,329.818","[{'station_cd': 3500211, 'x': 74, 'y': 74}, {'station_cd': 3500210, 'x': 71, 'y': 73}, {'station_cd': 3500209, 'x': 69, 'y': 72}, {'station_cd': 3500208, 'x': 68, 'y': 71}, {'station_cd': 3500201, 'x': 66, 'y': 68}, {'station_cd': 3500202, 'x': 64, 'y': 67}, {'station_cd': 3500203, 'x': 62, 'y': 65}, {'station_cd': 3500204, 'x': 60, 'y': 61}, {'station_cd': 3500205, 'x': 59, 'y': 59}, {'station_cd': 3500206, 'x': 56, 'y': 55}, {'station_cd': 3500207, 'x': 54, 'y': 54}]"
35003,阪神武庫川線,"[(3500301, '武庫川'), (3500302, '東鳴尾'), (3500303, '洲先'), (3500304, '武庫川団地前')]","330.304,319.195,340.304,329.195","[{'station_cd': 3500301, 'x': 65, 'y': 62}, {'station_cd': 3500302, 'x': 64, 'y': 64}, {'station_cd': 3500303, 'x': 64, 'y': 65}, {'station_cd': 3500304, 'x': 63, 'y': 66}]"
36001,西鉄天神大牟田線,"[(3600101, '西鉄福岡（天神）'), (3600102, '薬院'), (3600103, '西鉄平尾'), (3600104, '高宮'), (3600105, '大橋'), (3600106, '井尻'), (3600107, '雑餉隈'), (3600150, '桜並木'), (3600108, '春日原'), (3600109, '白木原'), (3600110, '下大利'), (3600111, '都府楼前'), (3600112, '西鉄二日市'), (3600149, '紫'), (3600113, '朝倉街道'), (3600114, '桜台'), (3600115, '筑紫'), (3600116, '津古'), (3600117, '三国が丘'), (3600118, '三沢'), (3600119, '大保'), (3600120, '西鉄小郡'), (3600121, '端間'), (3600122, '味坂'), (3600123, '宮の陣'), (3600124, '櫛原'), (3600125, '西鉄久留米'), (3600126, '花畑'), (3600127, '聖マリア病院前'), (3600128, '津福'), (3600129, '安武'), (3600130, '大善寺'), (3600131, '三潴'), (3600132, '犬塚'), (3600133, '大溝'), (3600134, '八丁牟田'), (3600135, '蒲池'), (3600136, '矢加部'), (3600137, '西鉄柳川'), (3600138, '徳益'), (3600139, '塩塚'), (3600140, '西鉄中島'), (3600141, '江の浦'), (3600142, '開'), (3600143, '西鉄渡瀬'), (3600144, '倉永'), (3600145, '東甘木'), (3600146, '西鉄銀水'), (3600147, '新栄町'), (3600148, '大牟田')]","231.458,348.013,241.458,365.357","[{'station_cd': 3600101, 'x': 53, 'y': 6}, {'station_cd': 3600102, 'x': 53, 'y': 7}, {'station_cd': 3600103, 'x': 54, 'y': 9}, {'station_cd': 3600104, 'x': 55, 'y': 10}, {'station_cd': 3600105, 'x': 57, 'y': 12}, {'station_cd': 3600106, 'x': 59, 'y': 14}, {'station_cd': 3600107, 'x': 62, 'y': 15}, {'station_cd': 3600150, 'x': 63, 'y': 16}, {'station_cd': 3600108, 'x': 64, 'y': 17}, {'station_cd': 3600109, 'x': 65, 'y': 19}, {'station_cd': 3600110, 'x': 66, 'y': 20}, {'station_cd': 3600111, 'x': 69, 'y': 23}, {'station_cd': 3600112, 'x': 70, 'y': 25}, {'station_cd': 3600149, 'x': 71, 'y': 26}, {'station_cd': 3600113, 'x': 72, 'y': 29}, {'station_cd': 3600114, 'x': 74, 'y': 31}, {'station_cd': 3600115, 'x': 75, 'y': 33}, {'station_cd': 3600116, 'x': 77, 'y': 37}, {'station_cd': 3600117, 'x': 76, 'y': 39}, {'station_cd': 3600118, 'x': 76, 'y': 41}, {'station_cd': 3600119, 'x': 76, 'y': 44}, {'station_cd': 3600120, 'x': 75, 'y': 47}, {'station_cd': 3600121, 'x': 74, 'y': 50}, {'station_cd': 3600122, 'x': 73, 'y': 56}, {'station_cd': 3600123, 'x': 71, 'y': 60}, {'station_cd': 3600124, 'x': 70, 'y': 62}, {'station_cd': 3600125, 'x': 70, 'y': 64}, {'station_cd': 3600126, 'x': 69, 'y': 65}, {'station_cd': 3600127, 'x': 68, 'y': 66}, {'station_cd': 3600128, 'x': 66, 'y': 67}, {'station_cd': 3600129, 'x': 65, 'y': 69}, {'station_cd': 3600130, 'x': 63, 'y': 72}, {'station_cd': 3600131, 'x': 62, 'y': 75}, {'station_cd': 3600132, 'x': 61, 'y': 77}, {'station_cd': 3600133, 'x': 59, 'y': 81}, {'station_cd': 3600134, 'x': 57, 'y': 84}, {'station_cd': 3600135, 'x': 55, 'y': 88}, {'station_cd': 3600136, 'x': 54, 'y': 91}, {'station_cd': 3600137, 'x': 54, 'y': 93}, {'station_cd': 3600138, 'x': 55, 'y': 95}, {'station_cd': 3600139, 'x': 56, 'y': 97}, {'station_cd': 3600140, 'x': 57, 'y': 102}, {'station_cd': 3600141, 'x': 58, 'y': 105}, {'station_cd': 3600142, 'x': 59, 'y': 107}, {'station_cd': 3600143, 'x': 60, 'y': 109}, {'station_cd': 3600144, 'x': 60, 'y': 112}, {'station_cd': 3600145, 'x': 60, 'y': 114}, {'station_cd': 3600146, 'x': 59, 'y': 117}, {'station_cd': 3600147, 'x': 58, 'y': 119}, {'station_cd': 3600148, 'x': 57, 'y': 121}]"
36002,西鉄太宰府線,"[(3600201, '西鉄二日市'), (3600202, '西鉄五条'), (3600203, '太宰府')]","232.413,346.144,242.413,356.144","[{'station_cd': 3600201, 'x': 62, 'y': 67}, {'station_cd': 3600202, 'x': 64, 'y': 64}, {'station_cd': 3600203, 'x': 66, 'y': 61}]"
36003,西鉄甘木線,"[(3600301, '宮の陣'), (3600302, '五郎丸'), (3600303, '学校前'), (3600304, '古賀茶屋'), (3600305, '北野'), (3600306, '大城'), (3600307, '金島'), (3600308, '大堰'), (3600309, '本郷'), (3600310, '上浦'), (3600311, '馬田'), (3600312, '甘木')]","233.704,350.035,243.704,360.035","[{'station_cd': 3600301, 'x': 48, 'y': 79}, {'station_cd': 3600302, 'x': 50, 'y': 79}, {'station_cd': 3600303, 'x': 52, 'y': 77}, {'station_cd': 3600304, 'x': 57, 'y': 74}, {'station_cd': 3600305, 'x': 61, 'y': 74}, {'station_cd': 3600306, 'x': 68, 'y': 72}, {'station_cd': 3600307, 'x': 72, 'y': 72}, {'station_cd': 3600308, 'x': 72, 'y': 65}, {'station_cd': 3600309, 'x': 73, 'y': 61}, {'station_cd': 3600310, 'x': 75, 'y': 56}, {'station_cd': 3600311, 'x': 76, 'y': 53}, {'station_cd': 3600312, 'x': 80, 'y': 49}]"
36004,西鉄貝塚線,"[(3600401, '貝塚'), (3600402, '名島'), (3600403, '西鉄千早'), (3600404, '香椎宮前'), (3600405, '西鉄香椎'), (3600406, '香椎花園前'), (3600407, '唐の原'), (3600408, '和白'), (3600409, '三苫'), (3600410, '西鉄新宮'), (3600411, '古賀ゴルフ場前'), (3600412, '西鉄古賀'), (3600413, '花見'), (3600414, '西鉄福間'), (3600415, '宮地岳'), (3600416, '津屋崎')]","231.034,340.506,241.034,350.506","[{'station_cd': 3600401, 'x': 57, 'y': 91}, {'station_cd': 3600402, 'x': 59, 'y': 88}, {'station_cd': 3600403, 'x': 61, 'y': 85}, {'station_cd': 3600404, 'x': 62, 'y': 83}, {'station_cd': 3600405, 'x': 61, 'y': 82}, {'station_cd': 3600406, 'x': 60, 'y': 78}, {'station_cd': 3600407, 'x': 60, 'y': 74}, {'station_cd': 3600408, 'x': 59, 'y': 71}, {'station_cd': 3600409, 'x': 57, 'y': 66}, {'station_cd': 3600410, 'x': 61, 'y': 62}, {'station_cd': 3600411, 'x': 65, 'y': 59}, {'station_cd': 3600412, 'x': 67, 'y': 56}, {'station_cd': 3600413, 'x': 68, 'y': 52}, {'station_cd': 3600414, 'x': 71, 'y': 44}, {'station_cd': 3600415, 'x': 72, 'y': 40}, {'station_cd': 3600416, 'x': 69, 'y': 37}]"
99101,札幌市営地下鉄東西線,"[(9910101, '宮の沢'), (9910102, '発寒南'), (9910103, '琴似'), (9910104, '二十四軒'), (9910105, '西２８丁目'), (9910106, '円山公園'), (9910107, '西１８丁目'), (9910108, '西１１丁目'), (9910109, '大通'), (9910110, 'バスセンター前'), (9910111, '菊水'), (9910112, '東札幌'), (9910113, '白石'), (9910114, '南郷７丁目'), (9910115, '南郷１３丁目'), (9910116, '南郷１８丁目'), (9910117, '大谷地'), (9910118, 'ひばりが丘'), (9910119, '新さっぽろ')]","455.088,95.073,465.088,105.073","[{'station_cd': 9910101, 'x': 39, 'y': 51}, {'station_cd': 9910102, 'x': 42, 'y': 54}, {'station_cd': 9910103, 'x': 46, 'y': 57}, {'station_cd': 9910104, 'x': 48, 'y': 59}, {'station_cd': 9910105, 'x': 48, 'y': 62}, {'station_cd': 9910106, 'x': 50, 'y': 64}, {'station_cd': 9910107, 'x': 52, 'y': 64}, {'station_cd': 9910108, 'x': 55, 'y': 64}, {'station_cd': 9910109, 'x': 59, 'y': 63}, {'station_cd': 9910110, 'x': 60, 'y': 63}, {'station_cd': 9910111, 'x': 63, 'y': 65}, {'station_cd': 9910112, 'x': 66, 'y': 67}, {'station_cd': 9910113, 'x': 69, 'y': 69}, {'station_cd': 9910114, 'x': 73, 'y': 71}, {'station_cd': 9910115, 'x': 76, 'y': 73}, {'station_cd': 9910116, 'x': 79, 'y': 75}, {'station_cd': 9910117, 'x': 84, 'y': 76}, {'station_cd': 9910118, 'x': 87, 'y': 75}, {'station_cd': 9910119, 'x': 89, 'y': 73}]"
99102,札幌市営地下鉄南北線,"[(9910201, '麻生'), (9910202, '北３４条'), (9910203, '北２４条'), (9910204, '北１８条'), (9910205, '北１２条'), (9910206, 'さっぽろ'), (9910207, '大通'), (9910208, 'すすきの'), (9910209, '中島公園'), (9910210, '幌平橋'), (9910211, '中の島'), (9910212, '平岸'), (9910213, '南平岸'), (9910214, '澄川'), (9910215, '自衛隊前'), (9910216, '真駒内')]","454.675,95.292,464.675,105.292","[{'station_cd': 9910201, 'x': 60, 'y': 43}, {'station_cd': 9910202, 'x': 61, 'y': 46}, {'station_cd': 9910203, 'x': 62, 'y': 50}, {'station_cd': 9910204, 'x': 62, 'y': 53}, {'station_cd': 9910205, 'x': 63, 'y': 55}, {'station_cd': 9910206, 'x': 63, 'y': 58}, {'station_cd': 9910207, 'x': 64, 'y': 60}, {'station_cd': 9910208, 'x': 64, 'y': 62}, {'station_cd': 9910209, 'x': 64, 'y': 64}, {'station_cd': 9910210, 'x': 64, 'y': 68}, {'station_cd': 9910211, 'x': 65, 'y': 69}, {'station_cd': 9910212, 'x': 67, 'y': 70}, {'station_cd': 9910213, 'x': 68, 'y': 73}, {'station_cd': 9910214, 'x': 67, 'y': 76}, {'station_cd': 9910215, 'x': 66, 'y': 80}, {'station_cd': 9910216, 'x': 65, 'y': 85}]"
99103,札幌市営地下鉄東豊線,"[(9910301, '栄町'), (9910302, '新道東'), (9910303, '元町'), (9910304, '環状通東'), (9910305, '東区役所前'), (9910306, '北１３条東'), (9910307, 'さっぽろ'), (9910308, '大通'), (9910309, '豊水すすきの'), (9910310, '学園前'), (9910311, '豊平公園'), (9910312, '美園'), (9910313, '月寒中央'), (9910314, '福住')]","455.124,94.844,465.124,104.844","[{'station_cd': 9910301, 'x': 62, 'y': 48}, {'station_cd': 9910302, 'x': 62, 'y': 51}, {'station_cd': 9910303, 'x': 63, 'y': 54}, {'station_cd': 9910304, 'x': 64, 'y': 59}, {'station_cd': 9910305, 'x': 61, 'y': 60}, {'station_cd': 9910306, 'x': 58, 'y': 60}, {'station_cd': 9910307, 'x': 57, 'y': 64}, {'station_cd': 9910308, 'x': 58, 'y': 66}, {'station_cd': 9910309, 'x': 59, 'y': 68}, {'station_cd': 9910310, 'x': 62, 'y': 71}, {'station_cd': 9910311, 'x': 64, 'y': 73}, {'station_cd': 9910312, 'x': 66, 'y': 75}, {'station_cd': 9910313, 'x': 69, 'y': 77}, {'station_cd': 9910314, 'x': 70, 'y': 81}]"
99104,札幌市電,"[(9910401, '西４丁目'), (9910402, '西８丁目'), (9910403, '中央区役所前'), (9910404, '西１５丁目'), (9910405, '西線６条'), (9910406, '西線９条旭山公園通'), (9910407, '西線１１条'), (9910408, '西線１４条'), (9910409, '西線１６条'), (9910410, 'ロープウェイ入口'), (9910411, '電車事業所前'), (9910412, '中央図書館前'), (9910413, '石山通'), (9910414, '東屯田通'), (9910415, '幌南小学校前'), (9910416, '山鼻１９条'), (9910417, '静修学園前'), (9910418, '行啓通'), (9910419, '中島公園通'), (9910420, '山鼻９条'), (9910421, '東本願寺前'), (9910422, '資生館小学校前'), (9910423, 'すすきの'), (9910424, '狸小路')]","454.459,95.430,464.459,105.430","[{'station_cd': 9910401, 'x': 66, 'y': 59}, {'station_cd': 9910402, 'x': 64, 'y': 59}, {'station_cd': 9910403, 'x': 64, 'y': 59}, {'station_cd': 9910404, 'x': 62, 'y': 59}, {'station_cd': 9910405, 'x': 62, 'y': 61}, {'station_cd': 9910406, 'x': 62, 'y': 63}, {'station_cd': 9910407, 'x': 62, 'y': 64}, {'station_cd': 9910408, 'x': 62, 'y': 65}, {'station_cd': 9910409, 'x': 62, 'y': 66}, {'station_cd': 9910410, 'x': 62, 'y': 68}, {'station_cd': 9910411, 'x': 62, 'y': 69}, {'station_cd': 9910412, 'x': 63, 'y': 69}, {'station_cd': 9910413, 'x': 64, 'y': 69}, {'station_cd': 9910414, 'x': 65, 'y': 69}, {'station_cd': 9910415, 'x': 66, 'y': 69}, {'station_cd': 9910416, 'x': 66, 'y': 68}, {'station_cd': 9910417, 'x': 66, 'y': 66}, {'station_cd': 9910418, 'x': 66, 'y': 65}, {'station_cd': 9910419, 'x': 66, 'y': 64}, {'station_cd': 9910420, 'x': 65, 'y': 63}, {'station_cd': 9910421, 'x': 65, 'y': 62}, {'station_cd': 9910422, 'x': 65, 'y': 60}, {'station_cd': 9910423, 'x': 66, 'y': 60}, {'station_cd': 9910424, 'x': 66, 'y': 60}]"
99105,函館市電２系統,"[(9910501, '湯の川'), (9910502, '湯の川温泉'), (9910503, '函館アリーナ前'), (9910504, '駒場車庫前'), (9910505, '競馬場前'), (9910506, '深堀町'), (9910507, '柏木町'), (9910508, '杉並町'), (9910509, '五稜郭公園前'), (9910510, '中央病院前'), (9910511, '千代台'), (9910512, '堀川町'), (9910513, '昭和橋'), (9910514, '千歳町'), (9910515, '新川町'), (9910516, '松風町'), (9910517, '函館駅前'), (9910518, '市役所前'), (9910519, '魚市場通'), (9910520, '十字街'), (9910521, '宝来町'), (9910522, '青柳町'), (9910523, '谷地頭')]","441.905,130.048,451.905,140.048","[{'station_cd': 9910501, 'x': 73, 'y': 61}, {'station_cd': 9910502, 'x': 72, 'y': 61}, {'station_cd': 9910503, 'x': 71, 'y': 61}, {'station_cd': 9910504, 'x': 71, 'y': 60}, {'station_cd': 9910505, 'x': 70, 'y': 60}, {'station_cd': 9910506, 'x': 68, 'y': 59}, {'station_cd': 9910507, 'x': 67, 'y': 58}, {'station_cd': 9910508, 'x': 66, 'y': 58}, {'station_cd': 9910509, 'x': 64, 'y': 58}, {'station_cd': 9910510, 'x': 64, 'y': 58}, {'station_cd': 9910511, 'x': 63, 'y': 59}, {'station_cd': 9910512, 'x': 62, 'y': 61}, {'station_cd': 9910513, 'x': 61, 'y': 61}, {'station_cd': 9910514, 'x': 60, 'y': 62}, {'station_cd': 9910515, 'x': 60, 'y': 63}, {'station_cd': 9910516, 'x': 59, 'y': 64}, {'station_cd': 9910517, 'x': 58, 'y': 63}, {'station_cd': 9910518, 'x': 57, 'y': 64}, {'station_cd': 9910519, 'x': 56, 'y': 65}, {'station_cd': 9910520, 'x': 55, 'y': 66}, {'station_cd': 9910521, 'x': 55, 'y': 67}, {'station_cd': 9910522, 'x': 55, 'y': 69}, {'station_cd': 9910523, 'x': 54, 'y': 70}]"
99106,函館市電５系統,"[(9910601, '湯の川'), (9910602, '湯の川温泉'), (9910603, '函館アリーナ前'), (9910604, '駒場車庫前'), (9910605, '競馬場前'), (9910606, '深堀町'), (9910607, '柏木町'), (9910608, '杉並町'), (9910609, '五稜郭公園前'), (9910610, '中央病院前'), (9910611, '千代台'), (9910612, '堀川町'), (9910613, '昭和橋'), (9910614, '千歳町'), (9910615, '新川町'), (9910616, '松風町'), (9910617, '函館駅前'), (9910618, '市役所前'), (9910619, '魚市場通'), (9910620, '十字街'), (9910621, '末広町'), (9910622, '大町'), (9910623, '函館どつく前')]","441.788,129.891,451.788,139.891","[{'station_cd': 9910601, 'x': 75, 'y': 63}, {'station_cd': 9910602, 'x': 74, 'y': 63}, {'station_cd': 9910603, 'x': 73, 'y': 63}, {'station_cd': 9910604, 'x': 72, 'y': 62}, {'station_cd': 9910605, 'x': 71, 'y': 62}, {'station_cd': 9910606, 'x': 70, 'y': 61}, {'station_cd': 9910607, 'x': 69, 'y': 60}, {'station_cd': 9910608, 'x': 67, 'y': 60}, {'station_cd': 9910609, 'x': 65, 'y': 60}, {'station_cd': 9910610, 'x': 65, 'y': 60}, {'station_cd': 9910611, 'x': 64, 'y': 61}, {'station_cd': 9910612, 'x': 63, 'y': 63}, {'station_cd': 9910613, 'x': 62, 'y': 63}, {'station_cd': 9910614, 'x': 62, 'y': 64}, {'station_cd': 9910615, 'x': 61, 'y': 65}, {'station_cd': 9910616, 'x': 60, 'y': 66}, {'station_cd': 9910617, 'x': 59, 'y': 65}, {'station_cd': 9910618, 'x': 58, 'y': 66}, {'station_cd': 9910619, 'x': 57, 'y': 67}, {'station_cd': 9910620, 'x': 57, 'y': 68}, {'station_cd': 9910621, 'x': 55, 'y': 67}, {'station_cd': 9910622, 'x': 54, 'y': 66}, {'station_cd': 9910623, 'x': 53, 'y': 65}]"
99107,ふるさと銀河線,"[(9910701, '池田'), (9910702, '様舞'), (9910703, '高島'), (9910704, '大森'), (9910705, '勇足'), (9910706, '南本別'), (9910707, '岡女堂'), (9910708, '本別'), (9910709, '仙美里'), (9910710, '足寄'), (9910711, '愛冠'), (9910712, '西一線'), (9910713, '塩幌'), (9910714, '上利別'), (9910715, '笹森'), (9910716, '大誉地'), (9910717, '薫別'), (9910718, '陸別'), (9910719, '分線'), (9910720, '川上'), (9910721, '小利別'), (9910722, '置戸'), (9910723, '豊住'), (9910724, '境野'), (9910725, '西訓子府'), (9910726, '西富'), (9910727, '訓子府'), (9910728, '穂波'), (9910729, '日ノ出'), (9910730, '広郷'), (9910731, '上常呂'), (9910732, '北光社'), (9910733, '北見')]","501.092,80.813,511.506,108.479","[{'station_cd': 9910701, 'x': 42, 'y': 119}, {'station_cd': 9910702, 'x': 42, 'y': 113}, {'station_cd': 9910703, 'x': 43, 'y': 107}, {'station_cd': 9910704, 'x': 45, 'y': 104}, {'station_cd': 9910705, 'x': 49, 'y': 98}, {'station_cd': 9910706, 'x': 52, 'y': 96}, {'station_cd': 9910707, 'x': 56, 'y': 96}, {'station_cd': 9910708, 'x': 58, 'y': 94}, {'station_cd': 9910709, 'x': 56, 'y': 87}, {'station_cd': 9910710, 'x': 52, 'y': 79}, {'station_cd': 9910711, 'x': 54, 'y': 73}, {'station_cd': 9910712, 'x': 55, 'y': 69}, {'station_cd': 9910713, 'x': 57, 'y': 68}, {'station_cd': 9910714, 'x': 58, 'y': 65}, {'station_cd': 9910715, 'x': 61, 'y': 63}, {'station_cd': 9910716, 'x': 65, 'y': 60}, {'station_cd': 9910717, 'x': 68, 'y': 58}, {'station_cd': 9910718, 'x': 71, 'y': 51}, {'station_cd': 9910719, 'x': 69, 'y': 45}, {'station_cd': 9910720, 'x': 69, 'y': 41}, {'station_cd': 9910721, 'x': 65, 'y': 35}, {'station_cd': 9910722, 'x': 57, 'y': 23}, {'station_cd': 9910723, 'x': 61, 'y': 20}, {'station_cd': 9910724, 'x': 64, 'y': 19}, {'station_cd': 9910725, 'x': 65, 'y': 19}, {'station_cd': 9910726, 'x': 69, 'y': 17}, {'station_cd': 9910727, 'x': 71, 'y': 17}, {'station_cd': 9910728, 'x': 73, 'y': 17}, {'station_cd': 9910729, 'x': 75, 'y': 17}, {'station_cd': 9910730, 'x': 77, 'y': 16}, {'station_cd': 9910731, 'x': 80, 'y': 14}, {'station_cd': 9910732, 'x': 83, 'y': 12}, {'station_cd': 9910733, 'x': 86, 'y': 9}]"
99108,道南いさりび鉄道線,"[(1111910, '木古内'), (1111911, '札苅'), (1111912, '泉沢'), (1111913, '釜谷'), (1111914, '渡島当別'), (1111915, '茂辺地'), (1111916, '上磯'), (1111917, '清川口'), (1111918, '久根別'), (1111919, '東久根別'), (1111920, '七重浜'), (1111921, '五稜郭'), (1111922, '函館')]","438.502,130.355,448.502,140.355","[{'station_cd': 1111910, 'x': 25, 'y': 88}, {'station_cd': 1111911, 'x': 34, 'y': 81}, {'station_cd': 1111912, 'x': 44, 'y': 81}, {'station_cd': 1111913, 'x': 52, 'y': 77}, {'station_cd': 1111914, 'x': 63, 'y': 69}, {'station_cd': 1111915, 'x': 68, 'y': 59}, {'station_cd': 1111916, 'x': 79, 'y': 41}, {'station_cd': 1111917, 'x': 82, 'y': 39}, {'station_cd': 1111918, 'x': 86, 'y': 39}, {'station_cd': 1111919, 'x': 89, 'y': 39}, {'station_cd': 1111920, 'x': 96, 'y': 43}, {'station_cd': 1111921, 'x': 103, 'y': 48}, {'station_cd': 1111922, 'x': 101, 'y': 59}]"
99201,津軽鉄道線,"[(9920101, '津軽五所川原'), (9920102, '十川'), (9920103, '五農校前'), (9920104, '津軽飯詰'), (9920105, '毘沙門'), (9920106, '嘉瀬'), (9920107, '金木'), (9920108, '芦野公園'), (9920109, '川倉'), (9920110, '大沢内'), (9920111, '深郷田'), (9920112, '津軽中里')]","435.505,154.235,445.505,164.235","[{'station_cd': 9920101, 'x': 61, 'y': 91}, {'station_cd': 9920102, 'x': 63, 'y': 89}, {'station_cd': 9920103, 'x': 69, 'y': 88}, {'station_cd': 9920104, 'x': 69, 'y': 85}, {'station_cd': 9920105, 'x': 69, 'y': 75}, {'station_cd': 9920106, 'x': 67, 'y': 66}, {'station_cd': 9920107, 'x': 64, 'y': 58}, {'station_cd': 9920108, 'x': 62, 'y': 55}, {'station_cd': 9920109, 'x': 60, 'y': 50}, {'station_cd': 9920110, 'x': 59, 'y': 45}, {'station_cd': 9920111, 'x': 60, 'y': 41}, {'station_cd': 9920112, 'x': 60, 'y': 36}]"
